user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
60b14c72faad384ddb2eb66c	Psychology_507_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In fact, they also found that for such speakers, producing two words simultaneously (one sign and one spoken word) was not necessarily more cognitively costly than producing only one. Rather, producing both at the same time was easier than having to suppress the dominant language (in this case English) in order to name the picture on the screen only in ASL. ""In all, these results suggest that the burden of language-switching lies in disengagement from the previous language as opposed to engaging a new language,"" says Blanco-Elorrieta.""><b>Finding:</b></span> Rather, producing both at the same time was easier than having to suppress the dominant language (in this case English) in order to name the picture on the screen only in ASL."	3																								[]	[{'start': 832, 'end': 843, 'span': 'easier than', 'annotation': 'Words indicating certainty'}, {'start': 949, 'end': 955, 'span': 'easier', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_35_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all three cities, the researchers identified new cases of autism in mainstream schools, confirming that there is under-diagnosis of autism in China. ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China. We have been able to use a standardized screening methodology, allowing us to compare the results with Western countries to show that autism occurs broadly at the same rate, irrespective of culture.""""><b>Finding:</b></span> ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China."				4																					[]	[{'start': 1019, 'end': 1032, 'span': 'we have shown', 'annotation': 'Words indicating certainty'}, {'start': 1092, 'end': 1102, 'span': 'is in line', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
60b14c72faad384ddb2eb66c	Psychology_tweet_76_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Much smaller associations were found in the reverse direction; that is, the associations of sleep quality with depressive problems mediated by these links were less significant. These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus.""><b>Finding:</b></span> These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified."				4																					[]	[{'start': 771, 'end': 783, 'span': 'neural basis', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_35_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The prevalence in those two schools was 119 per 10,000 . The prevalence estimate indicates that the prevalence of autism in China is similar to estimates in Western countries. These children urgently need support to understand the difficulties and challenges they might face in the future to prepare themselves for school and the workplace.""><b>Finding:</b></span> The prevalence estimate indicates that the prevalence of autism in China is similar to estimates in Western countries."	3																								[]	[{'start': 599, 'end': 606, 'span': 'similar', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
60b14c72faad384ddb2eb66c	Psychology_tweet_93_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Participants in the demographically targeted condition recognized an implied label marginally more than those in the nontargeted condition (F(1, 185) ¼ 3.06, p ¼ .08, g 2 ¼ .02). Thus, as expected, consumers in the behaviorally targeted ad condition recognized that the ad implied a social label to a greater extent than those in the other conditions. An ANOVA on purchase intentions for the restaurant Groupon revealed a significant difference between the conditions (F(2, 185) ¼ 3.81, p < .05, g 2 ¼ .04).""><b>Finding:</b></span> Thus, as expected, consumers in the behaviorally targeted ad condition recognized that the ad implied a social label to a greater extent than those in the other conditions."				4																					[]	[{'start': 695, 'end': 707, 'span': ' as expected', 'annotation': 'Words indicating certainty'}, {'start': 761, 'end': 772, 'span': 'recognized ', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_tweet_237_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: As the 4 groups were scanned at different sites using different scanners and acquisition sequences (see supplementary table S1 for detail), any discrepancy between datasets could be due to methodological differences. This would provide evidence for a neuroanatomical signature of schizophrenia expressed above and beyond ethnic differences in incidence and clinical expression. All patients in the Chinese sample were medication naïve at the time of scanning; in contrast, patients in the White Caucasian, African-Caribbean and Japanese samples were taking first-or second-generation antipsychotic medication, or a combination of the two (see table 1 for chlorpromazineequivalent dose).""><b>Finding:</b></span> This would provide evidence for a neuroanatomical signature of schizophrenia expressed above and beyond ethnic differences in incidence and clinical expression."				4																					[]	[{'start': 880, 'end': 896, 'span': 'provide evidence', 'annotation': 'Words indicating certainty'}, {'start': 956, 'end': 972, 'span': 'above and beyond', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Experience.html	Experience									4						3						2				[]	[]
60b14c72faad384ddb2eb66c	Psychology_3_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Researchers believe it is the first time the neural mechanisms underlying the association of depression and sleep have been studied in a large sample. ""These findings provide a neural basis for understanding how depression relates to poor sleep quality, and this in turn has implications for treatment of depression and improvement of sleep quality because of the brain areas identified."" ""This study may also have implications for a deeper understanding of depression,"" he said.""><b>Finding:</b></span> ""These findings provide a neural basis for understanding how depression relates to poor sleep quality, and this in turn has implications for treatment of depression and improvement of sleep quality because of the brain areas identified."""				4																					[]	[{'start': 738, 'end': 750, 'span': 'neural basis', 'annotation': 'Words indicating certainty'}, {'start': 832, 'end': 848, 'span': 'has implications', 'annotation': 'Words indicating certainty'}]
